DOMAIN,CDN,CNAME,IP
autodiscover.banksy.co.uk,No,"['autodiscover.outlook.com.', 'autod.ha-autod.office.com.', 'autod.ms-acdc-autod.office.com.']","['52.96.15.8', '52.96.181.40', '52.96.64.136', '52.96.90.56']"
www.banksy.co.uk,No,Null,"['104.21.29.98', '172.67.148.189']"
